DTYPE,id,cost,dataEntryString,gpUnit,gpValue,name,rarity,roll,weight,weightUnits,addDamageType,addMultiple,additionalDie,averageDmgPerTurn10K,baseDie,baseMulti,info,mainDamageType,mainDie,mainMultiple,variance,weaponType,meleeWeapon,rangedWeapon
MartialMeleeWeapon,2313,825,,2,825.0,Famous Force Rapier,4,,2.0,lbs,4,2,3,23.0055,3,1,Finesse,7,4,3,2.61842514982821,2,11,
MartialMeleeWeapon,2314,255,,2,255.0,Pointy Acid Warhammer,2,,2.0,lbs,0,2,2,16.0344,3,1,Versatile (1d10),1,4,2,1.23503894958207,2,16,
MartialRangeWeapon,2315,1250,,2,1250.0,Unyeilding Cold Longbow,3,,2.0,lbs,2,2,1,12.9973,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,2.07311029839689,3,,3
MartialMeleeWeapon,2316,15,,2,15.0,Worthless Morningstar,0,,4.0,lbs,6,0,0,2.9869,3,1,-,7,2,1,0.00706243832009311,2,9,
SimpleRangeWeapon,2317,625,,2,625.0,Well Crafted Acid Shortbow,3,,2.0,lbs,0,2,2,18.0258,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.98082303131134,1,,2
MartialMeleeWeapon,2318,1650,,2,1650.0,Fabled Psychic Greatsword,4,,6.0,lbs,9,2,2,21.999,2,2,"Heavy, two-handed",11,3,4,2.92153871096586,2,4,
SimpleMeleeWeapon,2319,5,,2,5.0,Dull Handaxe,1,,2.0,lbs,12,0,0,2.9924,2,1,"Light, thrown (range 20/60)",11,2,1,0.554150590674388,0,3,
SimpleRangeWeapon,2320,25,,1,0.249999994412065,Resonating Cold Sling,3,,0.0,lbs,2,2,1,13.0032,1,1,Ammunition (range 30/120),1,2,3,1.98796516033108,1,,3
MartialMeleeWeapon,2321,10,,2,10.0,Functional Flail,1,,2.0,lbs,8,0,0,3.9952,3,1,-,1,3,1,0.442637674802287,2,1,
SimpleRangeWeapon,2322,1,,1,0.00999999977648258,Rusty Sling,0,,0.0,lbs,11,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00267731391342548,1,,3
SimpleMeleeWeapon,2323,5,,2,5.0,Dingy Mace,0,,4.0,lbs,11,0,0,1.9865,2,1,-,1,1,1,8.48462257821858e-05,0,6,
MartialRangeWeapon,2324,75,,2,75.0,Junk One Handed Crossbow,0,,3.0,lbs,0,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00739582854211437,3,,1
MartialMeleeWeapon,2325,1250,,2,1250.0,Mastercrafted Slashing Greatsword,3,,6.0,lbs,11,2,2,22.0498,2,2,"Heavy, two-handed",11,3,4,2.16743067547554,2,4,
MartialMeleeWeapon,2326,165,,2,165.0,One of A Kind Piercing Pike,4,,18.0,lbs,7,2,4,28.1517,4,1,"Heavy, reach, two-handed",7,5,3,1.80103123946193,2,10,
MartialRangeWeapon,2327,75,,2,75.0,Useful One Handed Crossbow,1,,3.0,lbs,10,0,0,2.0,1,1,"Ammunition (range 30/120), light, loading",7,1,1,0.597234725395571,3,,1
MartialRangeWeapon,2328,2475,,2,2475.0,Dominating Force One Handed Crossbow,4,,3.0,lbs,4,2,1,13.0146,1,1,"Ammunition (range 30/120), light, loading",7,2,3,2.53146787820457,3,,1
SimpleMeleeWeapon,2329,5,,2,5.0,Not Junk Javelin,1,,2.0,lbs,9,0,0,2.982,2,1,Thrown (range 30/120),7,2,1,0.533843669431724,0,4,
SimpleMeleeWeapon,2330,2,,2,2.0,Destroyed Dagger,0,,1.0,lbs,0,0,0,1.0,1,1,"Finesse, light, thrown (range 20/60)",7,0,1,0.00605938352143087,0,1,
SimpleRangeWeapon,2331,45,,0,0.00449999988632044,Fine Fire Dart,2,,0.25,lbs,3,1,0,3.0038,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.959353588446505,1,,1
MartialRangeWeapon,2332,450,,2,450.0,Valuable Acid Heavy Crossbow,2,,18.0,lbs,0,1,0,2.9957,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.823098674475598,3,,2
SimpleRangeWeapon,2333,225,,2,225.0,Uncommon Poison Light Crossbow,2,,5.0,lbs,8,1,2,6.9664,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,1.13175415031358,1,,0
SimpleRangeWeapon,2334,45,,0,0.00449999988632044,Pointy Necrotic Dart,2,,0.25,lbs,6,1,0,3.0121,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.944399258240203,1,,1
SimpleMeleeWeapon,2335,50,,1,0.499999988824129,Well Crafted Necrotic Greatclub,3,,10.0,lbs,6,2,3,23.0247,3,1,Two-handed,1,4,3,2.16438858010308,0,2,
MartialRangeWeapon,2336,1250,,2,1250.0,Unyeilding Force Longbow,3,,2.0,lbs,4,2,1,13.0451,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,2.22208341584987,3,,3
MartialRangeWeapon,2337,450,,2,450.0,Nice Necrotic Heavy Crossbow,2,,18.0,lbs,6,1,0,2.9992,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.851521370019643,3,,2
SimpleRangeWeapon,2338,225,,2,225.0,Exceptional Acid Light Crossbow,2,,5.0,lbs,0,1,2,7.0084,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,1.14589736037588,1,,0
SimpleMeleeWeapon,2339,45,,2,45.0,The Bee Knees Cold Mace,2,,4.0,lbs,2,1,1,5.0248,2,1,-,1,2,1,1.0246656032431,0,6,
MartialMeleeWeapon,2340,330,,2,330.0,Dominating Fire Battleaxe,4,,4.0,lbs,3,2,3,22.9914,3,1,Versatile (1d10),11,4,3,1.84902606652262,2,0,
MartialMeleeWeapon,2341,90,,2,90.0,Shiny Bludgeoning Shortsword,2,,2.0,lbs,1,1,1,4.9615,2,1,"Finesse, light",7,2,1,1.15916062326969,2,13,
MartialMeleeWeapon,2342,1650,,2,1650.0,Heroic Psychic Greatsword,4,,6.0,lbs,9,2,2,22.0229,2,2,"Heavy, two-handed",11,3,4,2.72144553671646,2,4,
MartialMeleeWeapon,2343,15,,2,15.0,Common Warhammer,1,,2.0,lbs,0,0,0,3.999,3,1,Versatile (1d10),1,3,1,0.570904876807719,2,16,
MartialMeleeWeapon,2344,5,,2,5.0,Normal War Pick,1,,2.0,lbs,5,0,0,3.9668,3,1,-,7,3,1,0.542386455923049,2,15,
SimpleMeleeWeapon,2345,2,,2,2.0,Destroyed Dagger,0,,1.0,lbs,10,0,0,1.0,1,1,"Finesse, light, thrown (range 20/60)",7,0,1,0.00617509004837289,0,1,
SimpleRangeWeapon,2346,1,,1,0.00999999977648258,Unexceptional Sling,1,,0.0,lbs,5,0,0,1.9969,1,1,Ammunition (range 30/120),1,1,1,0.562286080023109,1,,3
MartialMeleeWeapon,2347,25,,2,25.0,Regular Scimitar,1,,3.0,lbs,5,0,0,2.97,2,1,"Finesse, light",11,2,1,0.595204211332483,2,12,
SimpleMeleeWeapon,2348,50,,1,0.499999988824129,Remarkable Thunder Quarterstaff,3,,4.0,lbs,12,2,2,18.0064,2,1,Versatile (1d8),1,3,3,2.02381165676982,0,7,
SimpleRangeWeapon,2349,25,,2,25.0,Useful Light Crossbow,1,,5.0,lbs,8,0,0,4.0401,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.382394655615624,1,,0
MartialRangeWeapon,2350,1,,2,1.0,Trash Net,0,,3.0,lbs,5,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00714393184267297,3,,4
SimpleRangeWeapon,2351,25,,2,25.0,Regular Light Crossbow,1,,5.0,lbs,9,0,0,4.0206,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.435278998680161,1,,0
MartialRangeWeapon,2352,330,,2,330.0,Heroic Necrotic Blowgun,4,,1.0,lbs,6,2,0,7.9897,0,1,"Ammunition (range 25/100), loading",7,1,3,2.09413463211684,3,,0
SimpleMeleeWeapon,2353,5,,2,5.0,Regular Handaxe,1,,2.0,lbs,2,0,0,2.9818,2,1,"Light, thrown (range 20/60)",11,2,1,0.431696718222173,0,3,
SimpleRangeWeapon,2354,25,,2,25.0,Regular Shortbow,1,,2.0,lbs,5,0,0,3.0001,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.543608137194398,1,,2
MartialMeleeWeapon,2355,825,,2,825.0,Famous Bludgeoning Scimitar,4,,3.0,lbs,1,2,2,17.9907,2,1,"Finesse, light",11,3,3,2.14680250097588,2,12,
MartialMeleeWeapon,2356,375,,2,375.0,Well Crafted Slashing Morningstar,3,,4.0,lbs,11,2,3,23.0774,3,1,-,7,4,3,2.21514956960727,2,9,
MartialRangeWeapon,2357,37,,2,37.0,Mastercrafted Lightning Net,3,,3.0,lbs,5,3,0,9.013,1,1,"Special, thrown (range 5/15)",,2,2,1.60909687570291,3,,4
SimpleRangeWeapon,2358,5,,0,0.000499999987368938,Dingy Dart,0,,0.25,lbs,1,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.00314340219771728,1,,1
SimpleMeleeWeapon,2359,5,,2,5.0,Scrap Javelin,0,,2.0,lbs,8,0,0,2.003,2,1,Thrown (range 30/120),7,1,1,0.00419378469436324,0,4,
SimpleMeleeWeapon,2360,2,,1,0.0199999995529652,Functional Quarterstaff,1,,4.0,lbs,1,0,0,2.9865,2,1,Versatile (1d8),1,2,1,0.376917912819753,0,7,
SimpleRangeWeapon,2361,33,,1,0.329999992623925,Mythical Acid Sling,4,,0.0,lbs,0,2,1,13.0171,1,1,Ammunition (range 30/120),1,2,3,1.95239719772791,1,,3
SimpleRangeWeapon,2362,5,,0,0.000499999987368938,Destroyed Dart,0,,0.25,lbs,9,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.00633345469363945,1,,1
MartialRangeWeapon,2363,75,,2,75.0,Rusty One Handed Crossbow,0,,3.0,lbs,4,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.0078226672112075,3,,1
SimpleRangeWeapon,2364,925,,2,925.0,Rare Lightning Light Crossbow,3,,5.0,lbs,5,3,2,18.9561,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.50702885566602,1,,0
SimpleRangeWeapon,2365,45,,0,0.00449999988632044,Valuable Fire Dart,2,,0.25,lbs,3,1,0,2.9879,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.798934743593645,1,,1
MartialMeleeWeapon,2366,90,,2,90.0,Fine Radiant Maul,2,,10.0,lbs,10,1,1,8.0228,2,2,"Heavy, two-handed",1,2,2,0.824829274205786,2,8,
MartialRangeWeapon,2367,450,,2,450.0,Sharp Thunder Heavy Crossbow,2,,18.0,lbs,12,1,0,3.0097,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,1.09735497189836,3,,2
MartialMeleeWeapon,2368,45,,2,45.0,Valuable Lightning War Pick,2,,2.0,lbs,5,1,2,7.0163,3,1,-,7,3,1,0.887433539620483,2,15,
MartialRangeWeapon,2369,330,,2,330.0,Famous Psychic Blowgun,4,,1.0,lbs,9,2,0,7.9868,0,1,"Ammunition (range 25/100), loading",7,1,3,1.92236710192502,3,,0
SimpleMeleeWeapon,2370,1,,2,1.0,Common Sickle,1,,2.0,lbs,12,0,0,2.0146,1,1,Light,11,1,1,0.489776131186388,0,8,
MartialRangeWeapon,2371,330,,2,330.0,Venerable Necrotic Blowgun,4,,1.0,lbs,6,2,0,8.0053,0,1,"Ammunition (range 25/100), loading",7,1,3,2.38995612899968,3,,0
MartialMeleeWeapon,2372,125,,2,125.0,Mastercrafted Force Trident,3,,4.0,lbs,4,2,2,18.0412,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.11836475529474,2,14,
MartialRangeWeapon,2373,50,,2,50.0,Normal Longbow,1,,2.0,lbs,2,0,0,2.0134,1,1,"Ammunition (range 150/600), heavy, two-handed",7,1,1,0.388454281503761,3,,3
MartialRangeWeapon,2374,75,,2,75.0,Junk One Handed Crossbow,0,,3.0,lbs,4,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00997996474060428,3,,1
MartialRangeWeapon,2375,675,,2,675.0,The Bee Knees Slashing One Handed Crossbow,2,,3.0,lbs,11,1,0,3.0036,1,1,"Ammunition (range 30/120), light, loading",7,1,1,1.11828218467908,3,,1
MartialMeleeWeapon,2376,74,,2,74.0,Well Crafted Fire Whip,3,,3.0,lbs,3,3,0,9.0174,1,1,"Finesse, reach",11,2,2,1.74177688776743,2,17,
SimpleRangeWeapon,2377,25,,2,25.0,Worthless Shortbow,0,,2.0,lbs,7,0,0,1.9875,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.00042478777306231,1,,2
MartialMeleeWeapon,2378,10,,2,10.0,Useful Lance,1,,6.0,lbs,10,0,0,6.0053,5,1,"Reach, special",7,5,1,0.417856812694609,2,6,
SimpleMeleeWeapon,2379,5,,2,5.0,Destroyed Handaxe,0,,2.0,lbs,8,0,0,2.0023,2,1,"Light, thrown (range 20/60)",11,1,1,0.00798554711990804,0,3,
MartialRangeWeapon,2380,330,,2,330.0,Dominating Bludgeoning Blowgun,4,,1.0,lbs,1,2,0,8.0175,0,1,"Ammunition (range 25/100), loading",7,1,3,2.60063385129833,3,,0
MartialMeleeWeapon,2381,25,,2,25.0,Unexceptional Scimitar,1,,3.0,lbs,3,0,0,3.0152,2,1,"Finesse, light",11,2,1,0.377608628202679,2,12,
SimpleMeleeWeapon,2382,2,,1,0.0199999995529652,Broken Light Hammer,0,,2.0,lbs,8,0,0,1.0,1,1,"Light, thrown (range 20/60)",1,0,1,0.000715874788274901,0,5,
SimpleRangeWeapon,2383,85,,0,0.00849999978527194,Valuable Poison Dart,2,,0.25,lbs,8,2,0,8.0221,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.2113673784879,1,,1
MartialRangeWeapon,2384,1,,2,1.0,Worthless Net,0,,3.0,lbs,5,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00190040002625566,3,,4
MartialMeleeWeapon,2385,45,,2,45.0,Unusual Necrotic Pike,2,,18.0,lbs,6,1,2,7.9876,4,1,"Heavy, reach, two-handed",7,4,1,0.796119448246956,2,10,
SimpleRangeWeapon,2386,165,,0,0.0164999995831749,Exalted Cold Dart,4,,0.25,lbs,2,2,1,13.0153,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.2687709878875,1,,1
MartialMeleeWeapon,2387,925,,2,925.0,Magical Radiant Rapier,3,,2.0,lbs,10,3,2,18.96,3,1,Finesse,7,4,2,1.61327788915981,2,11,
SimpleRangeWeapon,2388,1,,1,0.00999999977648258,Dingy Sling,0,,0.0,lbs,11,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00632819675613393,1,,3
SimpleMeleeWeapon,2389,5,,2,5.0,Normal Javelin,1,,2.0,lbs,8,0,0,3.0043,2,1,Thrown (range 30/120),7,2,1,0.468866296865223,0,4,
SimpleMeleeWeapon,2390,165,,2,165.0,Renowned Piercing Handaxe,4,,2.0,lbs,7,2,2,18.0052,2,1,"Light, thrown (range 20/60)",11,3,3,1.92997529162278,0,3,
SimpleMeleeWeapon,2391,5,,2,5.0,Common Handaxe,1,,2.0,lbs,2,0,0,2.9886,2,1,"Light, thrown (range 20/60)",11,2,1,0.389970152670187,0,3,
MartialRangeWeapon,2392,9,,2,9.0,Exceptional Psychic Net,2,,3.0,lbs,9,1,0,3.0052,1,1,"Special, thrown (range 5/15)",,1,1,0.984737874108878,3,,4
SimpleMeleeWeapon,2393,25,,2,25.0,Fuck Yeah this is Rare Fire Spear,3,,3.0,lbs,3,2,2,17.9959,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.01517373374679,0,9,
MartialRangeWeapon,2394,1850,,2,1850.0,Well Crafted Cold Longbow,3,,2.0,lbs,2,3,0,9.0049,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,2,1.73171049812223,3,,3
MartialRangeWeapon,2395,1,,2,1.0,Trash Net,0,,3.0,lbs,10,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00573701639079043,3,,4
MartialRangeWeapon,2396,850,,2,850.0,Exceptional Acid Heavy Crossbow,2,,18.0,lbs,0,2,0,7.9949,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.24985266920285,3,,2
MartialMeleeWeapon,2397,5,,2,5.0,Rusty War Pick,0,,2.0,lbs,3,0,0,2.9747,3,1,-,7,2,1,0.00351586894250693,2,15,
MartialMeleeWeapon,2398,255,,2,255.0,Valuable Slashing Warhammer,2,,2.0,lbs,11,2,2,15.9991,3,1,Versatile (1d10),1,4,2,1.29292514748997,2,16,
SimpleRangeWeapon,2399,25,,1,0.249999994412065,Fuck Yeah this is Rare Necrotic Sling,3,,0.0,lbs,6,2,1,13.0223,1,1,Ammunition (range 30/120),1,2,3,2.01562250941152,1,,3
MartialRangeWeapon,2400,1,,2,1.0,Trash Net,0,,3.0,lbs,12,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00876099715253659,3,,4
MartialRangeWeapon,2401,10,,2,10.0,Common Blowgun,1,,1.0,lbs,3,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.43880719804243,3,,0
MartialRangeWeapon,2402,9,,2,9.0,The Bee Knees Poison Net,2,,3.0,lbs,8,1,0,3.0036,1,1,"Special, thrown (range 5/15)",,1,1,0.9626544602729,3,,4
SimpleMeleeWeapon,2403,18,,1,0.179999995976686,The Bee Knees Acid Greatclub,2,,10.0,lbs,0,1,2,6.9893,3,1,Two-handed,1,3,1,0.83248270311356,0,2,
MartialRangeWeapon,2404,330,,2,330.0,Lionized Piercing Blowgun,4,,1.0,lbs,7,2,0,8.0055,0,1,"Ammunition (range 25/100), loading",7,1,3,2.97353933854158,3,,0
SimpleMeleeWeapon,2405,9,,1,0.0899999979883432,The Bee Knees Lightning Club,2,,2.0,lbs,5,1,0,3.0021,1,1,Light,1,1,1,1.01642073397886,0,0,
MartialRangeWeapon,2406,50,,2,50.0,Functional Heavy Crossbow,1,,18.0,lbs,12,0,0,2.008,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.447512851178487,3,,2
MartialRangeWeapon,2407,675,,2,675.0,Sharp Poison One Handed Crossbow,2,,3.0,lbs,8,1,0,2.9952,1,1,"Ammunition (range 30/120), light, loading",7,1,1,1.12298903409194,3,,1
SimpleRangeWeapon,2408,1,,1,0.00999999977648258,Regular Sling,1,,0.0,lbs,3,0,0,2.0035,1,1,Ammunition (range 30/120),1,1,1,0.463255546767713,1,,3
MartialMeleeWeapon,2409,15,,2,15.0,Normal Longsword,1,,3.0,lbs,11,0,0,4.0216,3,1,Versatile (1d10),11,3,1,0.587748728270637,2,7,
MartialRangeWeapon,2410,1,,2,1.0,Scrap Net,0,,3.0,lbs,2,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00168305042703798,3,,4
SimpleRangeWeapon,2411,165,,0,0.0164999995831749,Outstanding Piercing Dart,4,,0.25,lbs,7,2,1,12.9584,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.74108174849785,1,,1
SimpleRangeWeapon,2412,165,,0,0.0164999995831749,Dominating Bludgeoning Dart,4,,0.25,lbs,1,2,1,13.0325,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.98817039056265,1,,1
SimpleRangeWeapon,2413,45,,0,0.00449999988632044,Unusual Fire Dart,2,,0.25,lbs,3,1,0,3.0057,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.818777638202312,1,,1
SimpleRangeWeapon,2414,625,,2,625.0,Magic Infused Necrotic Shortbow,3,,2.0,lbs,6,2,2,18.025,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.98067691219384,1,,2
MartialRangeWeapon,2415,250,,2,250.0,Magical Necrotic Blowgun,3,,1.0,lbs,6,2,0,6.0117,0,1,"Ammunition (range 25/100), loading",7,1,2,1.33108194944495,3,,0
MartialMeleeWeapon,2416,125,,2,125.0,Unnaturally Sharp Necrotic Trident,3,,4.0,lbs,6,2,2,17.8866,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,1.9447195677782,2,14,
SimpleMeleeWeapon,2417,37,,2,37.0,Magical Cold Spear,3,,3.0,lbs,2,3,1,13.9696,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,2,1.47835893314673,0,9,
SimpleRangeWeapon,2418,185,,0,0.0184999995326507,Resonating Thunder Dart,3,,0.25,lbs,12,3,0,9.0075,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.58589753636486,1,,1
MartialRangeWeapon,2419,450,,2,450.0,The Bee Knees Bludgeoning Heavy Crossbow,2,,18.0,lbs,1,1,0,3.0046,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.960204888671186,3,,2
SimpleMeleeWeapon,2420,165,,2,165.0,Outstanding Necrotic Handaxe,4,,2.0,lbs,6,2,2,18.0038,2,1,"Light, thrown (range 20/60)",11,3,3,2.92512243578159,0,3,
MartialMeleeWeapon,2421,375,,2,375.0,Rare Psychic Longsword,3,,3.0,lbs,9,2,3,22.9418,3,1,Versatile (1d10),11,4,3,2.01442379431258,2,7,
SimpleMeleeWeapon,2422,49,,2,49.0,Mythical Fire Sickle,4,,2.0,lbs,3,3,0,9.0216,1,1,Light,11,2,2,1.75318561700981,0,8,
SimpleMeleeWeapon,2423,50,,2,50.0,Remarkable Thunder Dagger,3,,1.0,lbs,12,2,1,13.0135,1,1,"Finesse, light, thrown (range 20/60)",7,2,3,1.85297714873216,0,1,
SimpleRangeWeapon,2424,25,,2,25.0,Scrap Shortbow,0,,2.0,lbs,12,0,0,1.9903,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.00132591193236507,1,,2
SimpleMeleeWeapon,2425,37,,2,37.0,Magic Infused Piercing Spear,3,,3.0,lbs,7,3,1,13.9665,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,2,1.4059738064424,0,9,
MartialMeleeWeapon,2426,5,,2,5.0,Destroyed Pike,0,,18.0,lbs,2,0,0,4.0354,4,1,"Heavy, reach, two-handed",7,3,1,0.00869109687053425,2,10,
SimpleMeleeWeapon,2427,185,,2,185.0,Magical Bludgeoning Mace,3,,4.0,lbs,1,3,1,13.9887,2,1,-,1,3,2,1.74360430093671,0,6,
SimpleMeleeWeapon,2428,25,,2,25.0,Magical Fire Sickle,3,,2.0,lbs,3,2,0,8.0105,1,1,Light,11,2,2,1.33112040943737,0,8,
MartialMeleeWeapon,2429,5,,2,5.0,Unexceptional War Pick,1,,2.0,lbs,12,0,0,3.9827,3,1,-,7,3,1,0.547790676357683,2,15,
MartialMeleeWeapon,2430,50,,2,50.0,Junk Greatsword,0,,6.0,lbs,5,0,0,1.9996,2,2,"Heavy, two-handed",11,1,1,0.00273518686926888,2,4,
MartialMeleeWeapon,2431,165,,2,165.0,Legendary Poison Trident,4,,4.0,lbs,8,2,2,18.0046,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.94574976273509,2,14,
MartialMeleeWeapon,2432,250,,2,250.0,Rare Bludgeoning Lance,3,,6.0,lbs,1,2,5,41.8495,5,1,"Reach, special",7,6,3,2.20588483049853,2,6,
MartialMeleeWeapon,2433,10,,2,10.0,Dull Flail,1,,2.0,lbs,4,0,0,3.9557,3,1,-,1,3,1,0.352441457329822,2,1,
MartialRangeWeapon,2434,330,,2,330.0,Heroic Piercing Blowgun,4,,1.0,lbs,7,2,0,8.0262,0,1,"Ammunition (range 25/100), loading",7,1,3,2.04013073616277,3,,0
SimpleMeleeWeapon,2435,45,,2,45.0,Fine Radiant Mace,2,,4.0,lbs,10,1,1,4.9982,2,1,-,1,2,1,1.06581531757952,0,6,
SimpleMeleeWeapon,2436,165,,2,165.0,Legendary Bludgeoning Javelin,4,,2.0,lbs,1,2,2,17.9635,2,1,Thrown (range 30/120),7,3,3,2.87034569161579,0,4,
SimpleMeleeWeapon,2437,2,,1,0.0199999995529652,Useful Quarterstaff,1,,4.0,lbs,7,0,0,2.9761,2,1,Versatile (1d8),1,2,1,0.352752832223626,0,7,
MartialMeleeWeapon,2438,25,,2,25.0,Worthless Scimitar,0,,3.0,lbs,11,0,0,2.0076,2,1,"Finesse, light",11,1,1,0.00548386478874632,2,12,
MartialRangeWeapon,2439,75,,2,75.0,Junk One Handed Crossbow,0,,3.0,lbs,8,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00905950729587974,3,,1
MartialMeleeWeapon,2440,185,,2,185.0,Unnaturally Sharp Thunder Pike,3,,18.0,lbs,12,3,3,23.9681,4,1,"Heavy, reach, two-handed",7,5,2,1.78790152635534,2,10,
MartialMeleeWeapon,2441,250,,2,250.0,Well Crafted Radiant Shortsword,3,,2.0,lbs,10,2,2,17.9674,2,1,"Finesse, light",7,3,3,2.02164521936624,2,13,
SimpleMeleeWeapon,2442,18,,1,0.179999995976686,Unusual Thunder Light Hammer,2,,2.0,lbs,12,1,0,2.9933,1,1,"Light, thrown (range 20/60)",1,1,1,1.15032560931706,0,5,
SimpleRangeWeapon,2443,25,,2,25.0,Destroyed Shortbow,0,,2.0,lbs,2,0,0,2.0064,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.0084614001969939,1,,2
MartialMeleeWeapon,2444,10,,2,10.0,Worthless Lance,0,,6.0,lbs,1,0,0,4.9927,5,1,"Reach, special",7,4,1,0.000481299368446507,2,6,
MartialRangeWeapon,2445,450,,2,450.0,Unusual Force Heavy Crossbow,2,,18.0,lbs,4,1,0,2.9974,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.996460801106083,3,,2
MartialRangeWeapon,2446,2475,,2,2475.0,Heroic Poison One Handed Crossbow,4,,3.0,lbs,8,2,1,13.0116,1,1,"Ammunition (range 30/120), light, loading",7,2,3,2.73506485491339,3,,1
SimpleMeleeWeapon,2447,18,,1,0.179999995976686,Shiny Necrotic Light Hammer,2,,2.0,lbs,6,1,0,2.9926,1,1,"Light, thrown (range 20/60)",1,1,1,0.898881582747675,0,5,
MartialRangeWeapon,2448,330,,2,330.0,Exalted Thunder Blowgun,4,,1.0,lbs,12,2,0,8.0084,0,1,"Ammunition (range 25/100), loading",7,1,3,2.78483904514963,3,,0
MartialRangeWeapon,2449,50,,2,50.0,Worthless Heavy Crossbow,0,,18.0,lbs,4,0,0,1.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,0,1,0.0076444168551943,3,,2
MartialRangeWeapon,2450,50,,2,50.0,Useful Heavy Crossbow,1,,18.0,lbs,9,0,0,1.9994,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.595583271936056,3,,2
SimpleMeleeWeapon,2451,1,,2,1.0,Scrap Sickle,0,,2.0,lbs,12,0,0,1.0,1,1,Light,11,0,1,0.0048181695682094,0,8,
SimpleRangeWeapon,2452,9,,1,0.0899999979883432,Unusual Fire Sling,2,,0.0,lbs,3,1,0,3.008,1,1,Ammunition (range 30/120),1,1,1,0.927185869887495,1,,3
MartialMeleeWeapon,2453,10,,2,10.0,Broken Lance,0,,6.0,lbs,8,0,0,5.0096,5,1,"Reach, special",7,4,1,0.00114986851906443,2,6,
MartialMeleeWeapon,2454,50,,2,50.0,Magic Infused Force Whip,3,,3.0,lbs,4,2,0,7.9854,1,1,"Finesse, reach",11,2,2,1.37247851451497,2,17,
MartialMeleeWeapon,2455,135,,2,135.0,The Bee Knees Radiant Morningstar,2,,4.0,lbs,10,1,2,6.9839,3,1,-,7,3,1,0.807218084696818,2,9,
SimpleMeleeWeapon,2456,1,,2,1.0,Dingy Sickle,0,,2.0,lbs,10,0,0,1.0,1,1,Light,11,0,1,0.00111215539824964,0,8,
